Epsilon,Length,Delay,TotalError,CalcError
0,2,27,0.5,0.25
0,2,26,1,0.25
0,2,26,0,0.25
0,2,27,0.5,0.25
0,2,26,0.5,0
0,2,26,1,0
0,2,26,0,0.25
0,2,26,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,26,1,0.25
0,2,27,0.5,0.25
0,2,26,0.5,0
0,2,26,0.5,0.25
0,2,26,0.5,0.25
0,2,27,0.5,0
0,2,26,1,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,26,0.5,0
0,2,26,1,0
0,2,27,0.5,0.25
0,2,26,0.5,0
0,2,27,0.5,0.25
0,2,26,0.5,0.25
0,2,26,0.5,0.25
0,2,26,0.5,0
0,2,27,0.5,0.25
0,2,26,1,0
0,2,26,0.5,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,26,0.5,0.25
0,2,26,0.5,0.25
0,2,26,1,0
0,2,26,0,0.25
0,2,26,0.5,0.25
0,2,27,0.5,0.25
0,2,26,0,0
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,26,1,0
0,2,27,0.5,0.25
0,2,26,1,0
0,2,27,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,26,1,0
0,2,27,0.5,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0.25
0,2,26,0.5,0.25
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,26,0.5,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,26,0.5,0
0,2,26,0.5,0.25
0,2,26,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,26,0.5,0.25
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,27,0.5,0.25
0,2,26,0,0.25
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,27,0.5,0
0,2,26,0,0
0,2,26,0,0.25
0,2,27,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,26,0,0
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,26,0.5,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0.25
0,2,26,1,0.25
0,2,26,1,0.25
0,2,26,0.5,0
0,2,26,0.5,0.25
0,2,26,0.5,0.25
0,2,27,0.5,0.25
0,2,26,0.5,0
0,2,27,0.5,0.25
0,2,26,0,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,26,0.5,0.25
0,2,27,0.5,0
0,2,26,1,0
0,2,26,0,0.25
0,2,26,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0
0,2,26,0,0.25
0,2,26,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0
0,2,26,0.5,0
0,2,26,0,0
0,2,27,0.5,0.25
0,2,26,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,27,0.5,0
0,2,26,0,0
0,2,26,1,0
0,2,26,0,0
0,2,26,1,0.25
0,2,26,1,0.25
0,2,26,0.5,0
0,2,27,0.5,0.25
0,2,27,0.5,0.25
0,2,26,1,0
0,2,27,0.5,0.25
0,2,26,0.5,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,26,0.5,0
0,2,27,0.5,0.25
0,2,26,0,0
0,2,27,0.5,0.25
0,2,26,0.5,0.25
0,2,26,0.5,0
0,2,26,0.5,0.25
0,2,26,0,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,27,0.5,0
0,2,26,1,0.25
0,2,26,0,0.25
0,2,26,1,0
0,2,26,0,0
0,2,27,0.5,0
0,2,26,1,0
0,2,27,0.5,0.25
0,2,26,0,0
0,2,27,0.5,0
0,2,26,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0
0,2,26,1,0
0,2,27,0.5,0
0,2,26,1,0
0,2,27,0.5,0
0,2,26,0.5,0
0,2,27,0.5,0.25
0,2,26,0,0.25
0,2,27,0.5,0
0,2,26,0.5,0.25
0,2,27,0.5,0
0,2,26,1,0.25
0,2,27,0.5,0.25
0,2,26,0,0
0,2,26,0.5,0
0,2,26,1,0
0,2,26,0.5,0.25
0,2,27,0.5,0.25
0,2,26,0.5,0.25
0,2,26,0,0
0,2,26,0,0.25
0,2,26,0.5,0
0,2,26,0.5,0
0,2,27,0.5,0
0,2,26,1,0
0,2,26,0.5,0
0,2,27,0.5,0
0,2,26,0.5,0.25
0,2,26,0.5,0.25
0,2,26,1,0.25
0,2,27,0.5,0
0,2,26,0.5,0.25
0,2,26,0.5,0
0,2,26,0.5,0.25
0,2,26,1,0.25
0,2,27,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,26,1,0.25
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,26,0.5,0.25
0,2,26,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,26,1,0.25
0,2,26,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,27,0.5,0.25
0,2,26,0.5,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,26,0,0
0,2,26,1,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,26,1,0.25
0,2,26,0.5,0.25
0,2,27,0.5,0.25
0,2,26,1,0.25
0,2,26,1,0.25
0,2,27,0.5,0.25
0,2,26,0,0
0,2,27,0.5,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,26,0.5,0
0,2,26,0.5,0.25
0,2,26,0.5,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,26,0.5,0.25
0,2,26,0.5,0
0,2,27,0.5,0
0,2,26,1,0
0,2,26,0,0
0,2,26,0.5,0.25
0,2,26,0,0.25
0,2,26,0,0.25
0,2,26,0.5,0
0,2,26,1,0.25
0,2,27,0.5,0
0,2,27,0.5,0
0,2,26,0.5,0
0,2,26,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0
0,2,27,0.5,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0.25
0,2,27,0.5,0
0,2,26,0,0.25
0,2,26,0.5,0.25
0,2,26,1,0.25
0,2,26,1,0
0,2,27,0.5,0
0,2,26,0,0.25
0,2,27,0.5,0
0,2,26,1,0
0,2,26,0,0.25
0,2,26,1,0.25
0,2,26,0.5,0
0,2,26,1,0
0,2,26,0.5,0.25
0,2,27,0.5,0.25
0,2,26,0.5,0.25
0,2,26,1,0
